Discharger,Discharger_Name,Street,City,State,Zip,latitude,longitude
P205002772,EL TOREADOR Restaurant,50 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.7403,-122.466365
P205002764,FRESCA PERUVIAN  Cuisine,24 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.740554,-122.466111
P206002903,FUJI (Japanese Restaurant),301 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.73782,-122.469234
P206002885,THE VILLAGE GRILL,160 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.739231,-122.467626
P205002813,Bullshead Restaurant,840 ULLOA ST,SAN FRANCISCO,CA,94127,37.740808,-122.46559
P205002798,TY BISTRO,272 CLAREMONT BLVD,SAN FRANCISCO,CA,94127,37.741082,-122.464803
P205002790,Roti Indian Bistro,53 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.740256,-122.466377
P205002761,SQUATE & GOBBLE Cafe #4 (W.Portal),1 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.740753,-122.46588
P206002932,PARADISE PIZZA,393 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.736819,-122.470371
P205002794,Mozzarella Di Bufala Pizzeria II,69 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.740112,-122.466544
P207004157,Kama Sushi,1497 CHURCH ST,SAN FRANCISCO,CA,94131,37.747024,-122.426971
P207004750,SAFEWAY  Deli  (Diamond Hgts) #667,5290 DIAMOND HEIGHTS BLVD,SAN FRANCISCO,CA,94131,37.743731,-122.438053
P207004749,Yet Wah Restaurant,5238 DIAMOND HEIGHTS BLVD,SAN FRANCISCO,CA,94131,37.74421,-122.438881
P207004875,Creighton's Cafe & Bakery,5214 DIAMOND HEIGHTS BLVD,SAN FRANCISCO,CA,94131,37.744431,-122.439263
P207004874,Sweet Sue's Bakery,732 CHENERY ST,SAN FRANCISCO,CA,94131,37.734651,-122.434845
P207004871,SOTO (School Of The Arts),555 PORTOLA DR,SAN FRANCISCO,CA,94131,37.745693,-122.450929
P207004870,Clarendon Elementary School,500 CLARENDON AVE,SAN FRANCISCO,CA,94131,37.75147,-122.456663
P207004869,St John's Snack Bar,925 CHENERY ST,SAN FRANCISCO,CA,94131,37.735253,-122.437575
P207004868,Higher Grounds,691 CHENERY ST,SAN FRANCISCO,CA,94131,37.734509,-122.433582
P207004865,Glen Park Station,2816 DIAMOND ST,SAN FRANCISCO,CA,94131,37.734163,-122.433967
P207004747,Taylor's Taqueria,5214 DIAMOND HEIGHTS BLVD,SAN FRANCISCO,CA,94131,37.744431,-122.439263
P210007404,All Season Restaurant (Diamond Heights),5238 DIAMOND HEIGHTS BLVD,SAN FRANCISCO,CA,94131,37.74421,-122.438881
P207004761,Choice Yakiniku Sushi,5214 DIAMOND HEIGHTS BLVD,SAN FRANCISCO,CA,94131,37.744431,-122.439263
P207004753,AFC Sushi @ Safeway #667,5290 DIAMOND HEIGHTS BLVD,SAN FRANCISCO,CA,94131,37.743731,-122.438053
P207005065,EXTREME PIZZA,3911 ALEMANY BLVD,SAN FRANCISCO,CA,94132,37.711378,-122.467352
P208006490,Oceanview Supermarket,3911 ALEMANY BLVD,SAN FRANCISCO,CA,94132,37.711378,-122.467352
P207005041,PARK PLAZA FINE FOODS,111 CAMBON DR,SAN FRANCISCO,CA,94132,37.717101,-122.474289
P207005004,NEW MANOR RESTAURANT,2675 OCEAN AVE,SAN FRANCISCO,CA,94132,37.732205,-122.47444
P207005029,JITRA THAI CUISINE,2545 OCEAN AVE,SAN FRANCISCO,CA,94132,37.73142,-122.472712
P212008221,PAPA JOHN (Pizza),69 CAMBON DR,SAN FRANCISCO,CA,94132,37.718033,-122.47445
P207005030,HONGKONG DELIGHT,295 ORIZABA AVE,SAN FRANCISCO,CA,94132,37.714213,-122.462637
P207005021,TAIPEI RESTAURANT,2666 OCEAN AVE,SAN FRANCISCO,CA,94132,37.732197,-122.474368
P207005009,SUBWAY # 30303 (Alemany),3911 ALEMANY BLVD,SAN FRANCISCO,CA,94132,37.711378,-122.467352
P208006252,ESTIA RESTAURANT,1224 GRANT AVE,SAN FRANCISCO,CA,94133,37.798429,-122.407115
P208006164,KING OF THAI NOODLE Rest & Bar (Grant Av),1268 GRANT AVE,SAN FRANCISCO,CA,94133,37.798666,-122.407158
P204000797,THE HOUSE,1230 GRANT AVE,SAN FRANCISCO,CA,94133,37.798532,-122.407137
P204000846,STEPS OF ROME CAFFE,348 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798291,-122.407241
P208006143,MAN KEE CAFE,670 BROADWAY,SAN FRANCISCO,CA,94133,37.797734,-122.408072
P204000765,BOCCE Cafe and Restaurant,478 GREEN ST,SAN FRANCISCO,CA,94133,37.799745,-122.40708
P204000389,My CANH Restaurant,626 BROADWAY,SAN FRANCISCO,CA,94133,37.797805,-122.407506
P209006799,Loving Hut,1365 STOCKTON ST,SAN FRANCISCO,CA,94133,37.798257,-122.408724
P209007031,VIP Coffee & Cake Shop,671 BROADWAY,SAN FRANCISCO,CA,94133,37.797718,-122.408056
P209006999,IDEALE RISTORANTE,1309 GRANT AVE,SAN FRANCISCO,CA,94133,37.798939,-122.407231
P209006995,DUPONT THAI Restaurant,1398 GRANT AVE,SAN FRANCISCO,CA,94133,37.79961,-122.407359
P209007099,CAFE PUNICCI,411 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798853,-122.408108
P209006802,Piazza Market,627 VALLEJO ST,SAN FRANCISCO,CA,94133,37.798698,-122.40798
P210007468,SOTTO MARE Oysteria & Seafood,552 GREEN ST,SAN FRANCISCO,CA,94133,37.799593,-122.408297
P210007467,VICOLETTO,550 GREEN ST,SAN FRANCISCO,CA,94133,37.799596,-122.408271
P209006895,CAPITOL KIM TAR RESTAURANT,758 PACIFIC AVE,SAN FRANCISCO,CA,94133,37.796834,-122.407638
P204000761,AMANTE,570 GREEN ST,SAN FRANCISCO,CA,94133,37.799564,-122.40853
P208006292,DUK HING (Chinese Deli & Meat Inc.),1151 STOCKTON ST,SAN FRANCISCO,CA,94133,37.796274,-122.408324
P212008395,GREAT SAIGON,915 KEARNY ST,SAN FRANCISCO,CA,94133,37.796358,-122.405177
P204000985,"Victoria Bakery, Inc.",1362 STOCKTON ST,SAN FRANCISCO,CA,94133,37.798258,-122.408705
P204000891,Rose Pistola,532 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799803,-122.409404
P204000852,Trattoria Pinocchio,401 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798793,-122.408018
P204000834,The Stinking Rose,325 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.79832,-122.407323
P204000814,Panta Rei,431 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798973,-122.408288
P204000804,MAYKADEH Restaurant,470 GREEN ST,SAN FRANCISCO,CA,94133,37.799756,-122.406989
P204000791,Giordano Brothers (Columbus),303 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798221,-122.407179
P204000789,GINO & CARLO Bar,548 GREEN ST,SAN FRANCISCO,CA,94133,37.799616,-122.408105
P204000787,FRANCHINO RESTAURANT,347 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798419,-122.407467
P204000776,CALZONE'S,430 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798989,-122.408272
P204000774,CAFFE Sports,574 GREEN ST,SAN FRANCISCO,CA,94133,37.799558,-122.408582
P204000529,Seng On Market,1224 POWELL ST,SAN FRANCISCO,CA,94133,37.795768,-122.409901
P204000483,HOUSE OF DIM SUM,735 JACKSON ST,SAN FRANCISCO,CA,94133,37.795917,-122.407506
P204000446,NEW MOON Restaurant,1247 STOCKTON ST,SAN FRANCISCO,CA,94133,37.797215,-122.408528
P204000434,Kam Po Kitchen,801 BROADWAY,SAN FRANCISCO,CA,94133,37.797296,-122.410316
P204000432,Hing Lung Restaurant,674 BROADWAY,SAN FRANCISCO,CA,94133,37.797728,-122.408124
P204000423,DOL-HO Restaurant,808 PACIFIC AVE,SAN FRANCISCO,CA,94133,37.796687,-122.408778
P204000411,Vietnam Restaurant,620 BROADWAY,SAN FRANCISCO,CA,94133,37.797814,-122.407428
P204000395,PACIFIC COURT CAFE,728 PACIFIC AVE,SAN FRANCISCO,CA,94133,37.796894,-122.40713
P204000393,New Sun Hong Kong Restaurant,606 BROADWAY,SAN FRANCISCO,CA,94133,37.797837,-122.407248
P204000372,Gold Mountain Restaurant,644 BROADWAY,SAN FRANCISCO,CA,94133,37.797776,-122.407738
P204000466,Y Ben House Restaurant,835 PACIFIC AVE,SAN FRANCISCO,CA,94133,37.796642,-122.408991
P207006053,BLUE SKY,1504 POWELL ST,SAN FRANCISCO,CA,94133,37.798511,-122.410456
P208006311,PHO VUNG TAU (Kearny),915 KEARNY ST,SAN FRANCISCO,CA,94133,37.796358,-122.405177
P204000879,Mara's,503 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799592,-122.409135
P207005924,La Boulange (Columbus),543 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799852,-122.409515
P212008292,Trattoria Volare,561 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799968,-122.409687
P204000880,Michelangelo Cafe,579 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.800085,-122.409858
P204000430,Happy Chinese Restaurant,1324 POWELL ST,SAN FRANCISCO,CA,94133,37.796841,-122.410118
P210007469,DELL UVA,565 GREEN ST,SAN FRANCISCO,CA,94133,37.79958,-122.40826
P211007739,Le Bordeaux,524 UNION ST,SAN FRANCISCO,CA,94133,37.800593,-122.407944
P207005925,IL POLLAIO,555 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799929,-122.40963
P204000437,Louie's Dim Sum,1242 STOCKTON ST,SAN FRANCISCO,CA,94133,37.79721,-122.408507
P212008144,Cavalli Cafe,1441 STOCKTON ST,SAN FRANCISCO,CA,94133,37.799117,-122.408897
P212008143,Original Joe's,601 UNION ST,SAN FRANCISCO,CA,94133,37.800414,-122.409224
P207005923,CAFFE ROMA COFFEE ROASTING CO.,526 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799764,-122.409347
P207005922,GELATERIA NAIA,520 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799725,-122.40929
P204000950,Hong Kong Lounge (Powell),1416 POWELL ST,SAN FRANCISCO,CA,94133,37.797645,-122.410278
P204000841,Cafe Delucchi,500 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799595,-122.4091
P204000984,Venticello Ristorante,1257 TAYLOR ST,SAN FRANCISCO,CA,94133,37.793927,-122.412937
P204000966,O'Reilly Irish Pub & Restaurant,622 GREEN ST,SAN FRANCISCO,CA,94133,37.799457,-122.409453
P204000958,Mee Mee Bakery,1328 STOCKTON ST,SAN FRANCISCO,CA,94133,37.797911,-122.408638
P204000886,Original US Restaurant,515 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.79967,-122.409249
P204000884,North Beach Restaurant,1512 STOCKTON ST,SAN FRANCISCO,CA,94133,37.799698,-122.40901
P204000877,L'Osteria Del Forno,519 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799696,-122.409287
P204000867,Il Pollaio,555 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799929,-122.40963
P204000840,Stella Pastry,446 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799085,-122.408416
P204000833,Mario's Bohemian Cigar Store Store,566 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.800023,-122.409728
P204000805,Molinari Delicatessen,373 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798535,-122.407638
P204000799,Italian French,1501 GRANT AVE,SAN FRANCISCO,CA,94133,37.800673,-122.407615
P204000790,Golden Boy Pizza,542 GREEN ST,SAN FRANCISCO,CA,94133,37.799629,-122.40801
P204000786,Fog Hill Market,1300 KEARNY ST,SAN FRANCISCO,CA,94133,37.80001,-122.405829
P204000773,Caffe Puccini,411 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798853,-122.408108
P204000772,Caffe Greco,423 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798925,-122.408216
P204000766,Buster's,366 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798426,-122.407438
P204000508,Wing Sing Bakery (Stockton),1125 STOCKTON ST,SAN FRANCISCO,CA,94133,37.796089,-122.408284
P204000477,Garden Bakery,765 JACKSON ST,SAN FRANCISCO,CA,94133,37.795872,-122.407868
P204000475,DICK LEE PASTRY SHOP,716 JACKSON ST,SAN FRANCISCO,CA,94133,37.796005,-122.406892
P204000474,Delicious Dim Sum,752 JACKSON ST,SAN FRANCISCO,CA,94133,37.795924,-122.407594
P204000462,Wah Hing Market,1200 STOCKTON ST,SAN FRANCISCO,CA,94133,37.796797,-122.408416
P204000441,Mee Hong Bakery,1343 POWELL ST,SAN FRANCISCO,CA,94133,37.796999,-122.41017
P204000440,Ma's Dim Sum & Cafe,1315 POWELL ST,SAN FRANCISCO,CA,94133,37.796729,-122.410114
P204000431,Hing Lung Company (Stockton),1261 STOCKTON ST,SAN FRANCISCO,CA,94133,37.797399,-122.408564
P204000419,Broadway Dim Sum,684 BROADWAY,SAN FRANCISCO,CA,94133,37.797712,-122.408253
P204000414,Yee's Restaurant,1131 GRANT AVE,SAN FRANCISCO,CA,94133,37.79724,-122.406874
P204000390,New Asia Restaurant,772 PACIFIC AVE,SAN FRANCISCO,CA,94133,37.796802,-122.407869
P212008348,PALIO CAFE,500 PARNASSUS AVE,SAN FRANCISCO,CA,94143,37.763428,-122.458187
P212008347,PANDA EXPRESS (Parnassus Av),500 PARNASSUS AVE,SAN FRANCISCO,CA,94143,37.763428,-122.458187
P212008346,CAFE BELLINI,500 PARNASSUS AVE,SAN FRANCISCO,CA,94143,37.763428,-122.458187
P204001071,"Wells Fargo PH., Cafe",464 CALIFORNIA ST,SAN FRANCISCO,CA,94104,37.793002,-122.402131
P204000530,QUICKLY  -(Powell St),1170 POWELL ST,SAN FRANCISCO,CA,94108,37.795339,-122.409808
P207005769,San Francisco Towers (Main Kitchen),1661 PINE ST,SAN FRANCISCO,CA,94109,37.789279,-122.423148
P208006161,Ti Piacera Ristorante,1507 POLK ST,SAN FRANCISCO,CA,94109,37.790707,-122.420717
P209006663,THE CREPE HOUSE (Polk),1755 POLK ST,SAN FRANCISCO,CA,94109,37.792852,-122.421149
P207006062,QUICKLY - (Polk St),1733 POLK ST,SAN FRANCISCO,CA,94109,37.792699,-122.421119
P209006666,MILLER'S EAST COAST DELI,1725 POLK ST,SAN FRANCISCO,CA,94109,37.792643,-122.421108
P209006903,Pho Vietnam Restaurant (Polk),1406 POLK ST,SAN FRANCISCO,CA,94109,37.789793,-122.420519
P207005771,Picadilly Fish and Chips,1348 POLK ST,SAN FRANCISCO,CA,94109,37.789313,-122.420416
P203000003,Golden Horse Restaurant,1060 HYDE ST,SAN FRANCISCO,CA,94109,37.790607,-122.417309
P207005205,Wok Shop Cafe,1307 SUTTER ST,SAN FRANCISCO,CA,94109,37.787494,-122.422074
P207005946,Maharani Restaurant & Bar,1122 POST ST,SAN FRANCISCO,CA,94109,37.786781,-122.42037
P207005999,Sudachi Sushi and Bar,1217 SUTTER ST,SAN FRANCISCO,CA,94109,37.787702,-122.420478
P207005902,MODERN THAI,1247 POLK ST,SAN FRANCISCO,CA,94109,37.788359,-122.420233
P207005901,Mayes Seafood Restaurant,1233 POLK ST,SAN FRANCISCO,CA,94109,37.788286,-122.420216
P207005896,Uppibar,1160 POLK ST,SAN FRANCISCO,CA,94109,37.787505,-122.42003
P209007094,THAI THAI NOODLE (California),1400 CALIFORNIA ST,SAN FRANCISCO,CA,94109,37.790976,-122.417584
P207004758,Yama Sushi Restaurant,850 HOLLOWAY AVE,SAN FRANCISCO,CA,94112,37.721828,-122.461767
P206003061,The Dr's,4826 MISSION ST,SAN FRANCISCO,CA,94112,37.72081,-122.437776
P209006952,TEN-ICHI,2235 FILLMORE ST,SAN FRANCISCO,CA,94115,37.790166,-122.434085
P208006150,SPQR,1911 FILLMORE ST,SAN FRANCISCO,CA,94115,37.78736,-122.433515
P207004953,PLAYGROUND,1705 BUCHANAN ST,SAN FRANCISCO,CA,94115,37.785655,-122.429786
P207005085,MIYAKO RESTAURANT,1707 BUCHANAN ST,SAN FRANCISCO,CA,94115,37.78567,-122.42979
P207005088,ZAZANG RESTAURANT,2340 GEARY BLVD,SAN FRANCISCO,CA,94115,37.783072,-122.441856
P209006886,SUSHI BOOM #2,1520 FILLMORE ST,SAN FRANCISCO,CA,94115,37.78354,-122.432749
P207004944,SANPPO RESTAURANT,1702 POST ST,SAN FRANCISCO,CA,94115,37.785572,-122.429891
P209006822,Tsing Tao Restaurant - Fillmore,1117 FILLMORE ST,SAN FRANCISCO,CA,94115,37.779771,-122.431992
P206002934,TASANA THAI RESTAURANT,339 TARAVAL ST,SAN FRANCISCO,CA,94116,37.743311,-122.469592
P206002887,TARAVAL OKAZU YA,1735 TARAVAL ST,SAN FRANCISCO,CA,94116,37.742647,-122.484676
P206002945,T-28  BABY CAFE,1753 TARAVAL ST,SAN FRANCISCO,CA,94116,37.742641,-122.484822
P209007057,Ninki Sushi Bar & Restaurant,1439 TARAVAL ST,SAN FRANCISCO,CA,94116,37.742776,-122.481504
P208006293,SUSHI RAW ( Taraval St),901 TARAVAL ST,SAN FRANCISCO,CA,94116,37.743018,-122.47578
P205002747,THE BAY PASTRY,1018 TARAVAL ST,SAN FRANCISCO,CA,94116,37.742988,-122.477044
P206002939,Tonight's Soju Bar,733 TARAVAL ST,SAN FRANCISCO,CA,94116,37.743124,-122.47394
P211007641,USF Hospitality Industry Management Statler Kitchen,2130 FULTON ST,SAN FRANCISCO,CA,94117,37.775106,-122.452021
P211007640,FROMM HALL KITCHEN USF dba Bon Appetit,2130 FULTON ST,SAN FRANCISCO,CA,94117,37.775106,-122.452021
P211007639,Outtakes,2130 FULTON ST,SAN FRANCISCO,CA,94117,37.775106,-122.452021
P205002197,THAI PLACE RESTAURANT #2,312 DIVISADERO ST,SAN FRANCISCO,CA,94117,37.772408,-122.437262
P205002376,NORTH BEACH PIZZA - Stanyan,800 STANYAN ST,SAN FRANCISCO,CA,94117,37.767235,-122.453127
P205002431,SIAM LOTUS - Thai Cuisine,1705 HAIGHT ST,SAN FRANCISCO,CA,94117,37.769482,-122.450879
P205002369,MARTIN MACK'S,1568 HAIGHT ST,SAN FRANCISCO,CA,94117,37.769878,-122.448009
P205002183,PHUKET THAI RESTAURANT,248 DIVISADERO ST,SAN FRANCISCO,CA,94117,37.77121,-122.437019
P205001602,Hong Kong Lounge #2,3300 GEARY BLVD,SAN FRANCISCO,CA,94118,37.781652,-122.454296
P205001606,THAI CAFE,3407 GEARY BLVD,SAN FRANCISCO,CA,94118,37.781347,-122.455611
P205001576,MR. PIZZA GEARY,3409 GEARY BLVD,SAN FRANCISCO,CA,94118,37.781346,-122.455629
P205001603,SUSHI BOOM #1,3420 GEARY BLVD,SAN FRANCISCO,CA,94118,37.781468,-122.456048
P205001698,The RICHMOND Restaurant,615 BALBOA ST,SAN FRANCISCO,CA,94118,37.777143,-122.465306
P205001724,KAMINARI (a.k.a) Thai Noodle Jump,560 BALBOA ST,SAN FRANCISCO,CA,94118,37.777189,-122.46465
P209007089,UNCLE BOY'S,245 BALBOA ST,SAN FRANCISCO,CA,94118,37.777329,-122.461294
P208006225,SUSHI BISTRO,431 BALBOA ST,SAN FRANCISCO,CA,94118,37.777235,-122.463313
P208006355,Namu Restaurant,439 BALBOA ST,SAN FRANCISCO,CA,94118,37.777231,-122.463382
P205001712,KOREAN B.B.Q.,401 BALBOA ST,SAN FRANCISCO,CA,94118,37.777247,-122.463065
P205001709,MELISA'S CHINESE CUISINE,450 BALBOA ST,SAN FRANCISCO,CA,94118,37.777243,-122.463501
P207005743,VELO ROUGE CAFE,798 ARGUELLO BLVD,SAN FRANCISCO,CA,94118,37.775308,-122.458436
P205002513,Sunrise Deli,2115 IRVING ST,SAN FRANCISCO,CA,94122,37.763405,-122.480582
P205002501,Toon Kee,2191 IRVING ST,SAN FRANCISCO,CA,94122,37.763387,-122.481227
P205002515,Quickly - Irving,2116 IRVING ST,SAN FRANCISCO,CA,94122,37.763421,-122.480599
P205002499,MICADO  Restaurant,2126 IRVING ST,SAN FRANCISCO,CA,94122,37.763419,-122.480684
P205002497,MARNEE THAI Restaurant - (Irving/23rd Av),2225 IRVING ST,SAN FRANCISCO,CA,94122,37.763364,-122.481725
P205002510,Sawaii Ramen,2240 IRVING ST,SAN FRANCISCO,CA,94122,37.763372,-122.481879
P205002696,PPQ Vietnamese Cuisine - Irving,1816 IRVING ST,SAN FRANCISCO,CA,94122,37.763556,-122.477479
P205002547,M's CAFE,1376 09TH AVE,SAN FRANCISCO,CA,94122,37.759427,-122.485951
P205002647,San Tung Restaurant,1031 IRVING ST,SAN FRANCISCO,CA,94122,37.763935,-122.468833
P205002526,MARNEE THAI RESTAURANT - (9th Ave),1243 09TH AVE,SAN FRANCISCO,CA,94122,37.759427,-122.485951
P210007148,NEW SANDY'S CAFE & DELI,1382 09TH AVE,SAN FRANCISCO,CA,94122,37.759427,-122.485951
P205002542,CRAW STATION,1336 09TH AVE,SAN FRANCISCO,CA,94122,37.759427,-122.485951
P208006327,PERILLA (Irving St),836 IRVING ST,SAN FRANCISCO,CA,94122,37.764032,-122.466751
P205002577,PLUTO'S-Irving,627 IRVING ST,SAN FRANCISCO,CA,94122,37.764109,-122.464503
P205002580,RAIN TREE CAFE (Irving St),654 IRVING ST,SAN FRANCISCO,CA,94122,37.764116,-122.464748
P205002585,VILLA ROMANA,731 IRVING ST,SAN FRANCISCO,CA,94122,37.764065,-122.465613
P205002583,YUMMA'S MED GRILL,721 IRVING ST,SAN FRANCISCO,CA,94122,37.764069,-122.465528
P205002602,TIKKA MASALA,98 JUDAH ST,SAN FRANCISCO,CA,94122,37.762352,-122.462872
P205002529,MAY LEE'S RESTAURANT,1256 07TH AVE,SAN FRANCISCO,CA,94122,37.759427,-122.485951
P207005906,The Pizza Place  on Noriega,3901 NORIEGA ST,SAN FRANCISCO,CA,94122,37.752957,-122.505525
P207004757,TOWER BURGER,729 PORTOLA DR,SAN FRANCISCO,CA,94127,37.744223,-122.453487
P206002880,Raintree,118 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.739531,-122.467279
P206002913,MANOR COFFEE SHOP,321A WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.737608,-122.46949
P206002899,XIAO LOONG,250 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.738418,-122.468568
P210007137,CREEKSIDE VILLA,696 MONTEREY BLVD,SAN FRANCISCO,CA,94127,37.731549,-122.450886
P207005211,Monterey Pizza,599 MONTEREY BLVD,SAN FRANCISCO,CA,94127,37.731542,-122.448805
P207004737,Ocean Taqueria (Ocean Av),1941 OCEAN AVE,SAN FRANCISCO,CA,94127,37.725599,-122.463161
P207004760,Pho Ha Tien,1900 OCEAN AVE,SAN FRANCISCO,CA,94127,37.725317,-122.462342
P204000810,Nico's Tacos,1310 GRANT AVE,SAN FRANCISCO,CA,94133,37.798969,-122.407219
P204000872,Tony's Pizza,1570 STOCKTON ST,SAN FRANCISCO,CA,94133,37.800129,-122.409098
P204000468,Yuet Lee Restaurant,1300 STOCKTON ST,SAN FRANCISCO,CA,94133,37.797698,-122.408598
P204000807,Mo's Grill - Grant,1322 GRANT AVE,SAN FRANCISCO,CA,94133,37.799056,-122.407238
P204000806,MONA LISA Restaurant,353 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798445,-122.407507
P208006496,Taqueria El Zorro,308 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.797974,-122.406751
P208006141,VIVA Pizza RESTAURANT,318 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798028,-122.406837
P204000454,SUN SANG  Market,1205 STOCKTON ST,SAN FRANCISCO,CA,94133,37.796818,-122.40844
P204000463,"Wali Bakery & Cafe, Inc.",1249 STOCKTON ST,SAN FRANCISCO,CA,94133,37.797234,-122.408532
P208006335,Yummy BBQ Restaurant,683 BROADWAY,SAN FRANCISCO,CA,94133,37.797699,-122.408211
P204000467,You's Dim Sum Restaurant (Broadway St),675 BROADWAY,SAN FRANCISCO,CA,94133,37.797712,-122.408108
P204000461,V.I.P. Coffee & Cake House,671 BROADWAY,SAN FRANCISCO,CA,94133,37.797718,-122.408056
P204000406,NOODLE Bar & Grill,631 BROADWAY,SAN FRANCISCO,CA,94133,37.797782,-122.407541
P208006174,MARIO'S STEAK & CHOP HOUSE,2512 CLEMENT ST,SAN FRANCISCO,CA,94121,37.781968,-122.486167
P212008406,Orexi,243 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.738458,-122.468487
P212008119,Park Tavern,1652 STOCKTON ST,SAN FRANCISCO,CA,94133,37.801085,-122.409291
P212008118,Cafe Divine,1600 STOCKTON ST,SAN FRANCISCO,CA,94133,37.800536,-122.40918
P211007922,Alimento,507 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.799618,-122.409173
P211007912,Colosseo Ristornate,414 COLUMBUS AVE,SAN FRANCISCO,CA,94133,37.798893,-122.408128
P212008328,Market & Rye (West Portal),68 WEST PORTAL AVE,SAN FRANCISCO,CA,94127,37.740134,-122.466553
P212008256,Whole Foods Stanyan,690 STANYAN BLVD,SAN FRANCISCO,CA,94117,37.769377,-122.453561
P211007808,La Boulange de Cole,1000 COLE ST,SAN FRANCISCO,CA,94117,37.764776,-122.449753
P211007954,Amal's Deli at New Light Market,1416 HAIGHT ST,SAN FRANCISCO,CA,94117,37.770168,-122.445728
P210007515,Ragazza,311 DIVISADERO ST,SAN FRANCISCO,CA,94115,37.772377,-122.437275
P212008223,The Ice Cream Bar,815 COLE ST,SAN FRANCISCO,CA,94117,37.766513,-122.450117
